txn_id,property_id,date,account_code,account_name,category,amount,description
T-51173,P009,2026-03-04,6100,Repairs & Maintenance Expense,OpEx,-1527,Repairs & Maintenance — 2026-03
T-51174,P009,2026-03-15,6700,Security Expense,OpEx,-820,Security — 2026-03
T-51175,P009,2026-03-05,6400,Property Tax Expense,OpEx,-2389,Property Taxes — 2026-03
T-51176,P009,2026-03-03,6600,Landscaping Expense,OpEx,-5440,Landscaping — 2026-03
T-51177,P009,2026-04-09,4100,Base Rent Income,Revenue,196806,Base Rent Income — 2026-04
T-51178,P009,2026-04-16,4200,CAM Recovery Income,Revenue,26248,CAM Recovery Income — 2026-04
T-51179,P009,2026-04-28,4300,Other Income,Revenue,7586,Other Income — 2026-04
T-51180,P009,2026-04-10,6600,Landscaping Expense,OpEx,-6158,Landscaping — 2026-04
T-51181,P009,2026-04-08,6800,Admin Expense,OpEx,-1844,Administrative — 2026-04
T-51182,P009,2026-04-19,6100,Repairs & Maintenance Expense,OpEx,-890,Repairs & Maintenance — 2026-04
T-51183,P009,2026-04-27,6800,Admin Expense,OpEx,-8038,Administrative — 2026-04
T-51184,P009,2026-04-26,6700,Security Expense,OpEx,-7512,Security — 2026-04
T-51185,P009,2026-04-15,6800,Admin Expense,OpEx,-1683,Administrative — 2026-04
T-51186,P009,2026-04-08,6500,Management Fee Expense,OpEx,-6815,Management Fees — 2026-04
T-51187,P009,2026-04-28,6300,Insurance Expense,OpEx,-6782,Insurance — 2026-04
T-51188,P009,2026-04-13,6700,Security Expense,OpEx,-2559,Security — 2026-04
T-51189,P009,2026-04-04,6300,Insurance Expense,OpEx,-5833,Insurance — 2026-04
T-51190,P010,2025-05-02,4100,Base Rent Income,Revenue,370432,Base Rent Income — 2025-05
T-51191,P010,2025-05-21,4200,CAM Recovery Income,Revenue,65010,CAM Recovery Income — 2025-05
T-51192,P010,2025-05-20,4300,Other Income,Revenue,4612,Other Income — 2025-05
T-51193,P010,2025-05-24,6400,Property Tax Expense,OpEx,-7369,Property Taxes — 2025-05
T-51194,P010,2025-05-27,6600,Landscaping Expense,OpEx,-3613,Landscaping — 2025-05
T-51195,P010,2025-05-03,6800,Admin Expense,OpEx,-5073,Administrative — 2025-05
T-51196,P010,2025-05-04,6300,Insurance Expense,OpEx,-9162,Insurance — 2025-05
T-51197,P010,2025-05-03,6600,Landscaping Expense,OpEx,-2834,Landscaping — 2025-05
T-51198,P010,2025-05-08,6200,Utilities Expense,OpEx,-8885,Utilities — 2025-05
T-51199,P010,2025-05-01,6400,Property Tax Expense,OpEx,-5354,Property Taxes — 2025-05
T-51200,P010,2025-05-19,6800,Admin Expense,OpEx,-8222,Administrative — 2025-05
T-51201,P010,2025-06-26,4100,Base Rent Income,Revenue,404348,Base Rent Income — 2025-06
T-51202,P010,2025-06-24,4200,CAM Recovery Income,Revenue,60915,CAM Recovery Income — 2025-06
T-51203,P010,2025-06-02,4300,Other Income,Revenue,683,Other Income — 2025-06
T-51204,P010,2025-06-03,6500,Management Fee Expense,OpEx,-1679,Management Fees — 2025-06
T-51205,P010,2025-06-03,6300,Insurance Expense,OpEx,-6437,Insurance — 2025-06
T-51206,P010,2025-06-17,6100,Repairs & Maintenance Expense,OpEx,-552,Repairs & Maintenance — 2025-06
T-51207,P010,2025-06-25,6100,Repairs & Maintenance Expense,OpEx,-4292,Repairs & Maintenance — 2025-06
T-51208,P010,2025-06-06,6800,Admin Expense,OpEx,-3185,Administrative — 2025-06
T-51209,P010,2025-06-16,6400,Property Tax Expense,OpEx,-6125,Property Taxes — 2025-06
T-51210,P010,2025-06-19,6400,Property Tax Expense,OpEx,-1849,Property Taxes — 2025-06
T-51211,P010,2025-07-09,4100,Base Rent Income,Revenue,362297,Base Rent Income — 2025-07
T-51212,P010,2025-07-06,4200,CAM Recovery Income,Revenue,59102,CAM Recovery Income — 2025-07
T-51213,P010,2025-07-09,4300,Other Income,Revenue,5822,Other Income — 2025-07
T-51214,P010,2025-07-17,6700,Security Expense,OpEx,-1329,Security — 2025-07
T-51215,P010,2025-07-18,6800,Admin Expense,OpEx,-7652,Administrative — 2025-07
T-51216,P010,2025-07-26,6700,Security Expense,OpEx,-5289,Security — 2025-07
T-51217,P010,2025-07-22,6800,Admin Expense,OpEx,-1056,Administrative — 2025-07
T-51218,P010,2025-07-24,6600,Landscaping Expense,OpEx,-6628,Landscaping — 2025-07
T-51219,P010,2025-08-01,4100,Base Rent Income,Revenue,382158,Base Rent Income — 2025-08
T-51220,P010,2025-08-03,4200,CAM Recovery Income,Revenue,61259,CAM Recovery Income — 2025-08
T-51221,P010,2025-08-20,4300,Other Income,Revenue,5483,Other Income — 2025-08
T-51222,P010,2025-08-09,6300,Insurance Expense,OpEx,-3043,Insurance — 2025-08
T-51223,P010,2025-08-10,6800,Admin Expense,OpEx,-865,Administrative — 2025-08
T-51224,P010,2025-08-08,6200,Utilities Expense,OpEx,-9829,Utilities — 2025-08
T-51225,P010,2025-08-19,6200,Utilities Expense,OpEx,-3195,Utilities — 2025-08
T-51226,P010,2025-08-16,6500,Management Fee Expense,OpEx,-4139,Management Fees — 2025-08
T-51227,P010,2025-08-21,6200,Utilities Expense,OpEx,-8612,Utilities — 2025-08
T-51228,P010,2025-08-13,6100,Repairs & Maintenance Expense,OpEx,-6229,Repairs & Maintenance — 2025-08
T-51229,P010,2025-08-03,6400,Property Tax Expense,OpEx,-5820,Property Taxes — 2025-08
T-51230,P010,2025-09-14,4100,Base Rent Income,Revenue,364160,Base Rent Income — 2025-09
T-51231,P010,2025-09-06,4200,CAM Recovery Income,Revenue,61422,CAM Recovery Income — 2025-09
T-51232,P010,2025-09-07,4300,Other Income,Revenue,4937,Other Income — 2025-09
T-51233,P010,2025-09-15,6300,Insurance Expense,OpEx,-1182,Insurance — 2025-09
T-51234,P010,2025-09-28,6600,Landscaping Expense,OpEx,-3803,Landscaping — 2025-09
T-51235,P010,2025-09-22,6100,Repairs & Maintenance Expense,OpEx,-1602,Repairs & Maintenance — 2025-09
T-51236,P010,2025-09-22,6600,Landscaping Expense,OpEx,-5796,Landscaping — 2025-09
T-51237,P010,2025-09-07,6300,Insurance Expense,OpEx,-8695,Insurance — 2025-09
T-51238,P010,2025-09-03,6200,Utilities Expense,OpEx,-2066,Utilities — 2025-09
T-51239,P010,2025-09-02,6500,Management Fee Expense,OpEx,-1551,Management Fees — 2025-09
T-51240,P010,2025-09-15,6800,Admin Expense,OpEx,-1822,Administrative — 2025-09
T-51241,P010,2025-09-05,6600,Landscaping Expense,OpEx,-5744,Landscaping — 2025-09
T-51242,P010,2025-09-21,6300,Insurance Expense,OpEx,-1650,Insurance — 2025-09
T-51243,P010,2025-10-18,4100,Base Rent Income,Revenue,360899,Base Rent Income — 2025-10
T-51244,P010,2025-10-08,4200,CAM Recovery Income,Revenue,63734,CAM Recovery Income — 2025-10
T-51245,P010,2025-10-14,4300,Other Income,Revenue,1374,Other Income — 2025-10
T-51246,P010,2025-10-23,6800,Admin Expense,OpEx,-7741,Administrative — 2025-10
T-51247,P010,2025-10-18,6300,Insurance Expense,OpEx,-1414,Insurance — 2025-10
T-51248,P010,2025-10-16,6100,Repairs & Maintenance Expense,OpEx,-7960,Repairs & Maintenance — 2025-10
T-51249,P010,2025-10-03,6500,Management Fee Expense,OpEx,-6317,Management Fees — 2025-10
T-51250,P010,2025-10-15,6300,Insurance Expense,OpEx,-2532,Insurance — 2025-10
T-51251,P010,2025-10-18,6500,Management Fee Expense,OpEx,-9953,Management Fees — 2025-10
T-51252,P010,2025-10-01,6600,Landscaping Expense,OpEx,-8952,Landscaping — 2025-10
T-51253,P010,2025-10-22,6100,Repairs & Maintenance Expense,OpEx,-4325,Repairs & Maintenance — 2025-10
T-51254,P010,2025-10-14,6200,Utilities Expense,OpEx,-1059,Utilities — 2025-10
T-51255,P010,2025-10-12,6700,Security Expense,OpEx,-7514,Security — 2025-10
T-51256,P010,2025-10-05,6700,Security Expense,OpEx,-627,Security — 2025-10
T-51257,P010,2025-11-04,4100,Base Rent Income,Revenue,390175,Base Rent Income — 2025-11
T-51258,P010,2025-11-05,4200,CAM Recovery Income,Revenue,61892,CAM Recovery Income — 2025-11
T-51259,P010,2025-11-21,4300,Other Income,Revenue,1442,Other Income — 2025-11
T-51260,P010,2025-11-22,6500,Management Fee Expense,OpEx,-4958,Management Fees — 2025-11
T-51261,P010,2025-11-24,6500,Management Fee Expense,OpEx,-10046,Management Fees — 2025-11
T-51262,P010,2025-11-16,6600,Landscaping Expense,OpEx,-5893,Landscaping — 2025-11
T-51263,P010,2025-11-20,6800,Admin Expense,OpEx,-9285,Administrative — 2025-11
T-51264,P010,2025-11-26,6700,Security Expense,OpEx,-5628,Security — 2025-11
T-51265,P010,2025-12-14,4100,Base Rent Income,Revenue,421692,Base Rent Income — 2025-12
T-51266,P010,2025-12-20,4200,CAM Recovery Income,Revenue,64566,CAM Recovery Income — 2025-12
T-51267,P010,2025-12-27,4300,Other Income,Revenue,3835,Other Income — 2025-12
T-51268,P010,2025-12-23,6500,Management Fee Expense,OpEx,-8085,Management Fees — 2025-12
T-51269,P010,2025-12-11,6300,Insurance Expense,OpEx,-920,Insurance — 2025-12
T-51270,P010,2025-12-21,6700,Security Expense,OpEx,-2027,Security — 2025-12
T-51271,P010,2025-12-22,6100,Repairs & Maintenance Expense,OpEx,-8335,Repairs & Maintenance — 2025-12
T-51272,P010,2025-12-20,6200,Utilities Expense,OpEx,-7236,Utilities — 2025-12
T-51273,P010,2025-12-12,6200,Utilities Expense,OpEx,-8719,Utilities — 2025-12
T-51274,P010,2025-12-28,6700,Security Expense,OpEx,-4170,Security — 2025-12
T-51275,P010,2025-12-15,6800,Admin Expense,OpEx,-2857,Administrative — 2025-12
T-51276,P010,2025-12-13,6500,Management Fee Expense,OpEx,-4901,Management Fees — 2025-12
T-51277,P010,2025-12-05,6500,Management Fee Expense,OpEx,-2546,Management Fees — 2025-12
T-51278,P010,2025-12-21,6300,Insurance Expense,OpEx,-7473,Insurance — 2025-12
T-51279,P010,2026-01-17,4100,Base Rent Income,Revenue,413597,Base Rent Income — 2026-01
T-51280,P010,2026-01-25,4200,CAM Recovery Income,Revenue,61514,CAM Recovery Income — 2026-01
T-51281,P010,2026-01-28,4300,Other Income,Revenue,2774,Other Income — 2026-01
T-51282,P010,2026-01-21,6500,Management Fee Expense,OpEx,-5880,Management Fees — 2026-01
T-51283,P010,2026-01-05,6500,Management Fee Expense,OpEx,-7251,Management Fees — 2026-01
T-51284,P010,2026-01-06,6700,Security Expense,OpEx,-5344,Security — 2026-01
T-51285,P010,2026-01-13,6800,Admin Expense,OpEx,-5053,Administrative — 2026-01
T-51286,P010,2026-01-04,6300,Insurance Expense,OpEx,-8229,Insurance — 2026-01
T-51287,P010,2026-01-25,6100,Repairs & Maintenance Expense,OpEx,-1551,Repairs & Maintenance — 2026-01
T-51288,P010,2026-01-14,6200,Utilities Expense,OpEx,-5547,Utilities — 2026-01
T-51289,P010,2026-01-11,6400,Property Tax Expense,OpEx,-8853,Property Taxes — 2026-01
T-51290,P010,2026-01-18,6100,Repairs & Maintenance Expense,OpEx,-8346,Repairs & Maintenance — 2026-01
T-51291,P010,2026-01-05,6800,Admin Expense,OpEx,-8900,Administrative — 2026-01
T-51292,P010,2026-01-08,6100,Repairs & Maintenance Expense,OpEx,-9036,Repairs & Maintenance — 2026-01
T-51293,P010,2026-02-10,4100,Base Rent Income,Revenue,352525,Base Rent Income — 2026-02
T-51294,P010,2026-02-06,4200,CAM Recovery Income,Revenue,61144,CAM Recovery Income — 2026-02
T-51295,P010,2026-02-22,4300,Other Income,Revenue,7810,Other Income — 2026-02
T-51296,P010,2026-02-17,6200,Utilities Expense,OpEx,-4364,Utilities — 2026-02
T-51297,P010,2026-02-10,6300,Insurance Expense,OpEx,-6907,Insurance — 2026-02
T-51298,P010,2026-02-26,6200,Utilities Expense,OpEx,-10782,Utilities — 2026-02
T-51299,P010,2026-02-18,6600,Landscaping Expense,OpEx,-6017,Landscaping — 2026-02
T-51300,P010,2026-02-23,6300,Insurance Expense,OpEx,-3578,Insurance — 2026-02
T-51301,P010,2026-02-28,6500,Management Fee Expense,OpEx,-9366,Management Fees — 2026-02
T-51302,P010,2026-03-27,4100,Base Rent Income,Revenue,419737,Base Rent Income — 2026-03
T-51303,P010,2026-03-08,4200,CAM Recovery Income,Revenue,64045,CAM Recovery Income — 2026-03
T-51304,P010,2026-03-11,4300,Other Income,Revenue,5562,Other Income — 2026-03
T-51305,P010,2026-03-11,6700,Security Expense,OpEx,-7087,Security — 2026-03
T-51306,P010,2026-03-02,6300,Insurance Expense,OpEx,-2668,Insurance — 2026-03
T-51307,P010,2026-03-14,6600,Landscaping Expense,OpEx,-6008,Landscaping — 2026-03
T-51308,P010,2026-03-18,6500,Management Fee Expense,OpEx,-3744,Management Fees — 2026-03
T-51309,P010,2026-03-27,6400,Property Tax Expense,OpEx,-2546,Property Taxes — 2026-03
T-51310,P010,2026-03-16,6400,Property Tax Expense,OpEx,-8190,Property Taxes — 2026-03
T-51311,P010,2026-03-12,6400,Property Tax Expense,OpEx,-6908,Property Taxes — 2026-03
T-51312,P010,2026-03-12,6700,Security Expense,OpEx,-3144,Security — 2026-03
T-51313,P010,2026-03-22,6200,Utilities Expense,OpEx,-1801,Utilities — 2026-03
T-51314,P010,2026-03-15,6300,Insurance Expense,OpEx,-5852,Insurance — 2026-03
T-51315,P010,2026-04-01,4100,Base Rent Income,Revenue,398562,Base Rent Income — 2026-04
T-51316,P010,2026-04-18,4200,CAM Recovery Income,Revenue,62030,CAM Recovery Income — 2026-04
T-51317,P010,2026-04-03,4300,Other Income,Revenue,3905,Other Income — 2026-04
T-51318,P010,2026-04-02,6500,Management Fee Expense,OpEx,-7980,Management Fees — 2026-04
T-51319,P010,2026-04-09,6700,Security Expense,OpEx,-2507,Security — 2026-04
T-51320,P010,2026-04-06,6200,Utilities Expense,OpEx,-3945,Utilities — 2026-04
T-51321,P010,2026-04-12,6400,Property Tax Expense,OpEx,-5503,Property Taxes — 2026-04
T-51322,P010,2026-04-28,6500,Management Fee Expense,OpEx,-4240,Management Fees — 2026-04
T-51323,P010,2026-04-15,6400,Property Tax Expense,OpEx,-5721,Property Taxes — 2026-04
T-51324,P010,2026-04-28,6700,Security Expense,OpEx,-2572,Security — 2026-04
T-51325,P010,2026-04-24,6500,Management Fee Expense,OpEx,-765,Management Fees — 2026-04
T-51326,P010,2026-04-09,6200,Utilities Expense,OpEx,-1312,Utilities — 2026-04
